20/11/2023;Guerreiro;perdeu;Morto-Vivo;9;
20/11/2023;Guerreiro;Ganhou;Kobold;15;
20/11/2023;Bárbaro;perdeu;Kobold;13;
20/11/2023;Guerreiro;perdeu;Morto-Vivo;4;
20/11/2023;Guerreiro;Ganhou;Morto-Vivo;16;
20/11/2023;Guerreiro;perdeu;Kobold;17;
20/11/2023;Guerreiro;perdeu;Orc;1;
20/11/2023;Guerreiro;perdeu;Orc;9;
20/11/2023;Guerreiro;perdeu;Orc;3;
20/11/2023;Guerreiro;perdeu;Morto-Vivo;5;
